0.099,113.274,0.093,168.784,0.053,919.0
0.1,113.273,0.095,168.783,0.046,919.0
0.101,113.272,-0.09,168.782,-0.052,919.0
0.102,113.272,-0.082,168.781,-0.049,919.0
0.103,113.271,-0.372,168.78,-0.205,919.0
0.104,113.271,-0.373,168.779,-0.201,919.0
0.105,113.27,0.39,168.778,0.214,919.0
0.106,113.27,0.385,168.776,0.212,919.0
0.107,113.269,0.104,168.775,0.057,919.0
0.108,113.268,0.102,168.774,0.054,919.0
0.109,113.268,-0.07,168.773,-0.038,919.0
0.11,113.267,-0.067,168.773,-0.033,919.0
0.111,113.267,-0.104,168.772,-0.053,919.0
0.112,113.266,-0.101,168.772,-0.063,919.0
0.113,113.265,-0.043,168.771,-0.025,919.0
0.114,113.265,-0.041,168.771,-0.015,919.0
0.115,113.264,0.065,168.77,0.032,919.0
0.116,113.263,0.055,168.77,0.03,919.0
0.117,113.263,0.111,168.769,0.063,919.0
0.118,113.262,0.114,168.768,0.06,919.0
0.119,113.262,0.076,168.768,0.041,919.0
0.12,113.26,0.078,168.768,0.044,919.0
0.121,113.259,-0.073,168.767,-0.033,919.0
0.122,113.258,-0.07,168.767,-0.041,919.0
0.123,113.257,-0.306,168.767,-0.169,919.0
0.124,113.256,-0.309,168.766,-0.163,919.0
0.125,113.255,0.318,168.766,0.166,919.0
0.126,113.254,0.319,168.766,0.171,919.0
0.127,113.253,0.09,168.766,0.052,919.0
0.128,113.252,0.088,168.765,0.046,919.0
0.129,113.251,-0.055,168.765,-0.029,919.0
0.13,113.25,-0.059,168.765,-0.027,919.0
0.131,113.248,-0.093,168.765,-0.048,919.0
0.132,113.247,-0.087,168.765,-0.05,919.0
0.133,113.246,-0.034,168.765,-0.017,919.0
0.134,113.245,-0.033,168.765,-0.018,919.0
0.135,113.244,0.049,168.766,0.024,919.0
0.136,113.242,0.045,168.766,0.025,919.0
0.137,113.241,0.097,168.766,0.049,919.0
0.138,113.24,0.1,168.766,0.054,919.0
0.139,113.239,0.065,168.766,0.036,919.0
0.14,113.238,0.064,168.766,0.031,919.0
0.141,113.236,-0.057,168.766,-0.03,919.0
0.142,113.235,-0.057,168.766,-0.026,919.0
0.143,113.234,-0.248,168.767,-0.13,919.0
0.144,113.233,-0.251,168.767,-0.132,919.0
0.145,113.232,0.249,168.767,0.132,919.0
0.146,113.231,0.248,168.767,0.125,919.0
0.147,113.23,0.064,168.767,0.036,919.0
0.148,113.228,0.069,168.767,0.042,919.0
0.149,113.227,-0.036,168.768,-0.02,919.0
0.15,113.226,-0.036,168.768,-0.02,919.0
0.151,113.225,-0.062,168.769,-0.04,919.0
0.152,113.224,-0.063,168.769,-0.037,919.0
0.153,113.222,-0.028,168.77,-0.014,919.0
0.154,113.221,-0.036,168.771,-0.014,919.0
0.155,113.22,0.03,168.771,0.022,919.0
0.156,113.219,0.038,168.772,0.021,919.0
0.157,113.218,0.077,168.772,0.045,919.0
0.158,113.216,0.076,168.773,0.037,919.0
0.159,113.215,0.053,168.774,0.021,919.0
0.16,113.214,0.049,168.774,0.025,919.0
0.161,113.212,-0.047,168.774,-0.028,919.0
0.162,113.211,-0.045,168.774,-0.02,919.0
0.163,113.21,-0.197,168.774,-0.102,919.0
0.164,113.208,-0.196,168.774,-0.105,919.0
0.165,113.207,0.201,168.774,0.108,919.0
0.166,113.206,0.199,168.774,0.106,919.0
0.167,113.204,0.056,168.774,0.03,919.0
0.168,113.203,0.058,168.774,0.028,919.0
0.169,113.202,-0.033,168.774,-0.021,919.0
0.17,113.2,-0.033,168.774,-0.015,919.0
0.171,113.199,-0.056,168.773,-0.023,919.0
0.172,113.198,-0.055,168.773,-0.029,919.0
0.173,113.196,-0.02,168.773,-0.018,919.0
0.174,113.195,-0.027,168.773,-0.011,919.0
0.175,113.193,0.027,168.773,0.018,919.0
0.176,113.192,0.028,168.772,0.01,919.0
0.177,113.191,0.059,168.772,0.029,919.0
0.178,113.189,0.066,168.772,0.036,919.0
0.179,113.188,0.045,168.772,0.026,919.0
0.18,113.186,0.042,168.772,0.024,919.0
0.181,113.184,-0.037,168.772,-0.02,919.0
0.182,113.182,-0.035,168.772,-0.019,919.0
0.183,113.181,-0.158,168.773,-0.083,919.0
0.184,113.179,-0.163,168.773,-0.09,919.0
0.185,113.177,0.164,168.773,0.087,919.0
0.186,113.175,0.161,168.773,0.09,919.0
0.187,113.173,0.041,168.773,0.019,919.0
0.188,113.171,0.039,168.774,0.023,919.0
0.189,113.17,-0.031,168.774,-0.014,919.0
0.19,113.167,-0.018,168.774,-0.013,919.0
0.191,113.165,-0.04,168.774,-0.016,919.0
0.192,113.163,-0.043,168.774,-0.02,919.0
0.193,113.161,-0.014,168.774,-0.014,919.0
0.194,113.159,-0.021,168.774,-0.02,919.0
0.195,113.157,0.021,168.774,0.012,919.0
0.196,113.154,0.023,168.774,0.021,919.0
0.197,113.152,0.051,168.774,0.028,919.0
0.198,113.15,0.047,168.774,0.027,919.0
0.199,113.148,0.029,168.775,0.019,919.0
0.2,113.146,0.035,168.775,0.018,919.0
0.201,113.144,-0.029,168.775,-0.018,919.0
0.202,113.141,-0.03,168.775,-0.017,919.0
0.203,113.139,-0.126,168.775,-0.068,919.0
0.204,113.137,-0.124,168.775,-0.071,919.0
0.205,113.135,0.13,168.775,0.073,919.0
0.206,113.133,0.128,168.776,0.071,919.0
0.207,113.131,0.037,168.776,0.013,919.0
0.208,113.129,0.036,168.776,0.019,919.0
0.209,113.127,-0.021,168.776,-0.01,919.0
0.21,113.124,-0.021,168.776,-0.008,919.0
0.211,113.122,-0.039,168.777,-0.016,919.0
0.212,113.12,-0.039,168.777,-0.024,919.0
0.213,113.118,-0.015,168.777,-0.011,919.0
0.214,113.116,-0.014,168.778,-0.006,919.0
0.215,113.114,0.021,168.778,0.012,919.0
0.216,113.112,0.025,168.778,0.011,919.0
0.217,113.11,0.041,168.779,0.019,919.0
0.218,113.108,0.037,168.779,0.022,919.0
0.219,113.106,0.029,168.78,0.015,919.0
0.22,113.105,0.029,168.78,0.014,919.0
0.221,113.103,-0.025,168.78,-0.012,919.0
0.222,113.102,-0.028,168.78,-0.013,919.0
0.223,113.1,-0.111,168.78,-0.057,919.0
0.224,113.099,-0.106,168.78,-0.06,919.0
0.225,113.097,0.107,168.78,0.056,919.0
0.226,113.096,0.11,168.78,0.056,919.0
0.227,113.094,0.035,168.78,0.019,919.0
0.228,113.092,0.032,168.78,0.023,919.0
0.229,113.091,-0.013,168.78,-0.01,919.0
0.23,113.09,-0.018,168.779,-0.01,918.0
0.231,113.09,-0.035,168.778,-0.019,918.0
0.232,113.09,-0.031,168.777,-0.018,918.0
0.233,113.089,-0.016,168.776,-0.005,918.0
0.234,113.089,-0.017,168.776,-0.01,918.0
0.235,113.088,0.011,168.775,0.008,918.0
0.236,113.088,0.018,168.774,0.012,918.0
0.237,113.087,0.043,168.773,0.016,918.0
0.238,113.087,0.035,168.773,0.015,918.0
0.239,113.086,0.024,168.772,0.016,918.0
0.24,113.087,0.025,168.77,0.012,918.0
0.241,113.087,-0.023,168.769,-0.013,918.0
0.242,113.088,-0.022,168.767,-0.009,918.0
0.243,113.088,-0.087,168.766,-0.045,918.0
0.244,113.089,-0.088,168.764,-0.042,918.0
0.245,113.089,0.084,168.763,0.042,918.0
0.246,113.09,0.086,168.761,0.043,918.0
0.247,113.09,0.025,168.76,0.019,918.0
0.248,113.091,0.024,168.758,0.01,918.0
0.249,113.092,-0.013,168.757,-0.01,919.0
0.25,113.093,-0.01,168.755,-0.007,919.0
0.251,113.094,-0.019,168.753,-0.013,919.0
0.252,113.095,-0.025,168.751,-0.012,919.0
0.253,113.096,-0.011,168.75,-0.007,919.0
0.254,113.097,-0.01,168.748,-0.001,919.0
0.255,113.098,0.014,168.746,0.011,919.0
0.256,113.1,0.01,168.744,0.008,919.0
0.257,113.101,0.02,168.743,0.012,919.0
0.258,113.102,0.028,168.741,0.007,919.0
0.259,113.103,0.016,168.739,0.008,919.0
0.26,113.105,0.018,168.737,0.01,919.0
0.261,113.106,-0.011,168.735,-0.007,919.0
0.262,113.108,-0.018,168.733,-0.009,919.0
0.263,113.109,-0.064,168.731,-0.039,919.0
0.264,113.111,-0.065,168.729,-0.028,919.0
0.265,113.112,0.065,168.727,0.042,919.0
0.266,113.114,0.066,168.726,0.031,919.0
0.267,113.115,0.017,168.724,0.007,919.0
0.268,113.117,0.019,168.722,0.007,919.0
0.269,113.118,-0.011,168.72,-0.007,919.0
0.27,113.12,-0.011,168.718,-0.001,919.0
0.271,113.121,-0.019,168.716,-0.011,919.0
0.272,113.123,-0.016,168.714,-0.014,919.0
0.273,113.124,-0.007,168.712,-0.003,919.0
0.274,113.125,-0.011,168.71,-0.002,919.0
0.275,113.127,0.011,168.708,0.008,919.0
0.276,113.128,0.013,168.707,0.006,919.0
0.277,113.13,0.02,168.705,0.008,919.0
0.278,113.131,0.018,168.703,0.012,919.0
0.279,113.133,0.013,168.701,0.007,919.0
0.28,113.133,0.015,168.699,0.005,919.0
0.281,113.134,-0.008,168.698,-0.006,919.0
0.282,113.135,-0.01,168.696,-0.008,919.0
0.283,113.136,-0.059,168.694,-0.029,919.0
0.284,113.136,-0.056,168.693,-0.029,919.0
0.285,113.137,0.055,168.691,0.029,919.0
0.286,113.138,0.054,168.689,0.031,919.0
0.287,113.139,0.016,168.688,0.009,919.0
0.288,113.14,0.016,168.686,0.01,919.0
0.289,113.14,-0.006,168.685,-0.007,919.0
0.29,113.14,-0.012,168.684,-0.008,919.0
0.291,113.141,-0.017,168.683,-0.006,919.0
0.292,113.141,-0.011,168.682,-0.006,919.0
0.293,113.141,-0.008,168.681,0.0,919.0
0.294,113.141,-0.004,168.68,-0.005,919.0
0.295,113.141,0.01,168.679,-0.002,919.0
0.296,113.141,0.005,168.678,0.005,919.0
0.297,113.141,0.016,168.677,0.009,919.0
0.298,113.142,0.014,168.676,0.008,919.0
0.299,113.142,0.012,168.675,0.009,919.0
0.3,113.141,0.01,168.674,0.008,919.0
0.301,113.141,-0.01,168.673,-0.004,919.0
0.302,113.141,-0.008,168.673,-0.008,919.0
0.303,113.14,-0.044,168.672,-0.026,919.0
0.304,113.14,-0.041,168.671,-0.021,919.0
0.305,113.139,0.047,168.67,0.023,919.0
0.306,113.139,0.041,168.669,0.027,919.0
0.307,113.139,0.007,168.669,0.004,919.0
0.308,113.138,0.012,168.668,-0.001,919.0
0.309,113.138,-0.003,168.667,0.0,919.0
0.31,113.137,-0.008,168.666,-0.004,919.0
0.311,113.136,-0.011,168.666,-0.01,919.0
0.312,113.136,-0.008,168.666,-0.005,919.0
0.313,113.135,-0.006,168.665,0.002,919.0
0.314,113.134,-0.009,168.665,0.003,919.0
0.315,113.133,0.006,168.664,0.005,919.0
0.316,113.132,0.007,168.664,0.002,919.0
0.317,113.132,0.012,168.664,0.006,919.0
0.318,113.131,0.015,168.663,0.003,919.0
0.319,113.13,0.007,168.663,-0.001,919.0
0.32,113.129,0.01,168.663,0.0,919.0
0.321,113.127,-0.004,168.663,-0.004,919.0
0.322,113.126,-0.011,168.663,-0.002,919.0
0.323,113.125,-0.034,168.663,-0.016,919.0
0.324,113.123,-0.03,168.663,-0.013,919.0
0.325,113.122,0.036,168.663,0.023,919.0
0.326,113.121,0.032,168.663,0.019,919.0
0.327,113.119,0.006,168.663,0.005,919.0
0.328,113.118,0.009,168.663,0.002,919.0
0.329,113.117,-0.005,168.663,-0.011,919.0
0.33,113.115,-0.007,168.663,-0.007,918.0
0.331,113.114,-0.008,168.664,-0.002,918.0
0.332,113.113,-0.005,168.665,-0.004,918.0
0.333,113.111,-0.005,168.665,-0.001,918.0
0.334,113.11,-0.01,168.666,0.003,918.0
0.335,113.109,0.008,168.666,0.003,918.0
0.336,113.107,0.012,168.667,0.0,918.0
0.337,113.106,0.007,168.668,0.002,918.0
0.338,113.105,0.01,168.668,0.004,918.0
0.339,113.103,0.006,168.669,0.01,918.0
0.34,113.102,0.007,168.67,0.007,918.0
0.341,113.1,-0.004,168.671,-0.005,918.0
0.342,113.099,-0.008,168.672,-0.005,918.0
0.343,113.097,-0.027,168.673,-0.02,918.0
0.344,113.095,-0.029,168.674,-0.022,918.0
0.345,113.094,0.023,168.675,0.018,918.0
0.346,113.092,0.029,168.676,0.023,918.0
0.347,113.091,0.012,168.677,0.0,918.0
0.348,113.089,0.009,168.678,0.002,918.0
0.349,113.087,-0.006,168.679,0.005,918.0
0.35,113.086,-0.003,168.68,-0.005,918.0
0.351,113.084,-0.007,168.681,-0.007,918.0
0.352,113.083,-0.008,168.682,-0.005,918.0
0.353,113.081,-0.003,168.683,-0.006,918.0
0.354,113.08,-0.003,168.685,0.001,918.0
0.355,113.078,0.005,168.686,0.004,918.0
0.356,113.077,0.0,168.687,0.0,918.0
0.357,113.075,0.01,168.688,0.008,918.0
0.358,113.074,0.011,168.689,0.004,918.0
0.359,113.072,0.003,168.691,0.003,918.0
0.36,113.071,0.005,168.692,0.004,918.0
0.361,113.069,-0.007,168.693,-0.008,918.0
0.362,113.067,-0.005,168.694,-0.006,918.0
0.363,113.066,-0.021,168.696,-0.011,918.0
0.364,113.064,-0.02,168.697,-0.011,918.0
0.365,113.063,0.026,168.698,0.01,918.0
0.366,113.061,0.022,168.699,0.014,918.0
0.367,113.059,0.005,168.7,0.008,918.0
0.368,113.058,0.005,168.702,0.003,918.0
0.369,113.056,-0.004,168.703,-0.002,918.0
0.37,113.055,-0.004,168.704,-0.002,918.0
0.371,113.054,-0.013,168.705,-0.004,918.0
0.372,113.053,-0.009,168.707,-0.006,918.0
0.373,113.052,0.002,168.708,-0.005,918.0
0.374,113.051,0.0,168.709,-0.002,918.0
0.375,113.05,0.009,168.71,0.001,918.0
0.376,113.049,0.009,168.711,0.003,918.0
0.377,113.048,0.003,168.713,0.005,918.0
0.378,113.047,0.004,168.714,0.004,918.0
0.379,113.046,0.002,168.715,0.006,918.0
0.38,113.045,0.003,168.716,0.007,918.0
0.381,113.044,-0.001,168.717,-0.002,918.0
0.382,113.043,-0.006,168.718,-0.005,918.0
0.383,113.042,-0.018,168.718,-0.01,918.0
0.384,113.041,-0.019,168.719,-0.016,918.0
0.385,113.04,0.016,168.72,0.004,918.0
0.386,113.038,0.02,168.721,0.013,918.0
0.387,113.037,0.007,168.722,0.006,918.0
0.388,113.036,0.007,168.722,0.006,918.0
0.389,113.035,-0.004,168.723,-0.003,918.0
0.39,113.035,-0.002,168.723,-0.002,918.0
0.391,113.034,-0.004,168.723,0.002,918.0
0.392,113.034,-0.006,168.723,-0.004,918.0
0.393,113.033,-0.003,168.723,-0.006,918.0
0.394,113.032,-0.006,168.723,-0.004,918.0
0.395,113.032,0.002,168.723,0.002,918.0
0.396,113.031,0.002,168.722,0.004,918.0
0.397,113.031,0.005,168.722,0.005,918.0
0.398,113.03,0.01,168.722,0.002,918.0
0.399,113.03,0.005,168.722,-0.003,918.0
0.4,113.029,0.004,168.721,0.001,918.0
0.401,113.029,-0.002,168.721,0.006,918.0
0.402,113.029,-0.003,168.72,-0.002,918.0
0.403,113.029,-0.019,168.72,-0.009,918.0
0.404,113.029,-0.019,168.719,-0.007,918.0
0.405,113.028,0.015,168.718,0.0,918.0
0.406,113.028,0.017,168.718,0.007,918.0
0.407,113.028,0.006,168.717,0.003,918.0
0.408,113.028,0.003,168.716,0.004,918.0
0.409,113.028,0.0,168.716,0.003,919.0
0.41,113.028,0.003,168.714,-0.003,919.0
0.411,113.028,-0.006,168.713,-0.001,919.0
0.412,113.029,-0.007,168.711,-0.003,919.0
0.413,113.029,-0.006,168.71,-0.001,919.0
0.414,113.03,-0.005,168.708,0.0,919.0
0.415,113.03,0.003,168.707,-0.003,919.0
0.416,113.03,0.003,168.705,0.003,919.0
0.417,113.031,0.01,168.704,0.004,919.0
0.418,113.031,0.008,168.702,-0.002,919.0
0.419,113.031,0.006,168.701,-0.004,919.0
0.42,113.032,0.002,168.699,0.002,918.0
0.421,113.032,-0.01,168.697,0.003,918.0
0.422,113.032,-0.001,168.695,0.001,918.0
0.423,113.033,-0.012,168.694,0.0,918.0
0.424,113.033,-0.012,168.692,-0.006,918.0
0.425,113.033,0.017,168.69,0.002,918.0
0.426,113.034,0.01,168.688,0.005,918.0
0.427,113.034,-0.002,168.687,-0.004,918.0
0.428,113.034,-0.001,168.685,-0.001,918.0
0.429,113.035,0.001,168.683,0.0,918.0
0.43,113.035,0.003,168.681,0.001,918.0
0.431,113.035,-0.004,168.679,-0.001,918.0
0.432,113.036,0.001,168.677,-0.002,918.0
0.433,113.036,-0.001,168.675,0.003,918.0
0.434,113.037,-0.003,168.673,0.0,918.0
0.435,113.037,0.003,168.671,0.0,918.0
0.436,113.038,-0.002,168.669,0.0,918.0
0.437,113.038,0.004,168.667,-0.001,918.0
0.438,113.039,0.005,168.665,0.004,918.0
0.439,113.039,0.002,168.663,-0.001,918.0
0.44,113.04,0.002,168.661,-0.004,918.0
0.441,113.04,-0.005,168.66,0.003,918.0
0.442,113.041,-0.004,168.659,0.001,918.0
0.443,113.041,-0.01,168.658,-0.005,918.0
0.444,113.042,-0.004,168.656,-0.003,918.0
0.445,113.042,0.017,168.655,0.003,918.0
0.446,113.042,0.008,168.654,0.004,918.0
0.447,113.043,-0.001,168.652,0.001,918.0
0.448,113.043,0.001,168.651,-0.004,918.0
0.449,113.044,-0.005,168.65,-0.003,918.0
0.45,113.044,-0.004,168.649,0.003,918.0
0.451,113.044,0.0,168.648,0.002,918.0
0.452,113.045,0.0,168.647,0.004,918.0
0.453,113.045,-0.003,168.646,0.0,918.0
0.454,113.045,-0.001,168.645,-0.005,918.0
0.455,113.046,0.005,168.644,0.003,918.0
0.456,113.046,0.001,168.643,-0.001,918.0
0.457,113.046,0.002,168.642,-0.006,918.0
0.458,113.046,0.002,168.641,0.002,918.0
0.459,113.047,-0.002,168.64,0.007,918.0
0.46,113.047,0.002,168.64,-0.001,918.0
0.461,113.047,0.001,168.64,-0.004,918.0
0.462,113.047,0.001,168.64,0.002,918.0
0.463,113.047,-0.005,168.64,-0.004,918.0
0.464,113.047,-0.007,168.64,-0.003,918.0
0.465,113.047,0.006,168.64,0.007,918.0
0.466,113.047,0.004,168.64,0.0,918.0
0.467,113.048,0.001,168.64,0.0,918.0
0.468,113.048,0.002,168.64,0.003,918.0
0.469,113.048,-0.002,168.64,-0.001,918.0
0.47,113.048,0.002,168.64,-0.002,918.0
0.471,113.048,0.0,168.64,-0.002,918.0
0.472,113.048,-0.005,168.64,-0.002,918.0
0.473,113.047,-0.002,168.641,-0.001,918.0
0.474,113.047,0.001,168.641,0.002,919.0
0.475,113.047,0.002,168.641,-0.003,919.0
0.476,113.047,0.0,168.642,-0.003,919.0
0.477,113.047,0.001,168.642,0.006,919.0
0.478,113.047,0.004,168.642,0.009,919.0
0.479,113.047,0.005,168.642,0.0,919.0
0.48,113.047,0.001,168.643,-0.008,919.0
0.481,113.047,-0.006,168.644,-0.002,919.0
0.482,113.047,-0.007,168.645,-0.001,919.0
0.483,113.047,-0.006,168.646,-0.002,919.0
0.484,113.047,0.0,168.647,-0.001,919.0
0.485,113.047,0.009,168.647,0.002,919.0
0.486,113.047,0.008,168.648,0.006,919.0
0.487,113.046,0.002,168.649,0.001,919.0
0.488,113.046,0.0,168.65,-0.003,919.0
0.489,113.046,-0.001,168.651,-0.005,919.0
0.49,113.046,-0.005,168.652,-0.001,919.0
0.491,113.046,-0.006,168.653,0.002,919.0
0.492,113.046,0.0,168.653,0.0,919.0
0.493,113.047,0.002,168.654,0.003,919.0
0.494,113.047,0.0,168.655,0.001,919.0
0.495,113.047,-0.001,168.656,0.0,919.0
0.496,113.047,0.006,168.657,-0.002,919.0
0.497,113.047,0.007,168.658,-0.004,919.0
0.498,113.047,-0.003,168.659,0.002,919.0
0.499,113.047,-0.001,168.66,0.003,919.0
0.5,113.047,-0.003,168.661,0.0,919.0
0.501,113.047,-0.005,168.662,-0.002,919.0
0.502,113.047,0.005,168.663,0.0,919.0
0.503,113.046,-0.001,168.664,0.0,919.0
0.504,113.046,-0.006,168.665,-0.004,919.0
0.505,113.046,0.005,168.666,0.002,919.0
0.506,113.046,0.006,168.667,0.003,919.0
0.507,113.046,0.006,168.668,0.003,919.0
0.508,113.046,0.001,168.669,0.003,919.0
0.509,113.046,-0.007,168.67,-0.008,919.0
0.51,113.046,-0.001,168.67,-0.005,919.0
0.511,113.045,-0.004,168.671,0.004,919.0
0.512,113.045,-0.005,168.672,0.003,919.0
0.513,113.045,0.001,168.673,0.0,919.0
0.514,113.045,0.002,168.674,0.001,919.0
0.515,113.045,0.007,168.675,-0.001,919.0
0.516,113.045,0.006,168.676,-0.004,919.0
0.517,113.044,0.0,168.677,0.001,919.0
0.518,113.044,-0.001,168.678,0.003,919.0
0.519,113.044,0.0,168.679,0.003,919.0
0.52,113.044,-0.003,168.68,0.002,919.0
0.521,113.044,-0.008,168.681,-0.005,919.0
0.522,113.044,-0.001,168.681,-0.003,919.0
0.523,113.044,-0.001,168.682,-0.003,919.0
0.524,113.044,-0.003,168.683,-0.003,919.0
0.525,113.044,0.009,168.684,0.006,919.0
0.526,113.044,0.003,168.685,0.003,919.0
0.527,113.044,0.0,168.685,0.0,919.0
0.528,113.044,0.007,168.686,0.003,919.0
0.529,113.044,-0.002,168.687,0.0,919.0
0.53,113.043,-0.002,168.687,0.0,919.0
0.531,113.043,-0.003,168.687,-0.002,919.0
0.532,113.043,-0.008,168.688,-0.004,919.0
0.533,113.043,0.001,168.688,0.0,919.0
0.534,113.043,-0.001,168.688,-0.003,919.0
0.535,113.043,-0.002,168.688,-0.003,919.0
0.536,113.043,0.007,168.688,0.004,919.0
0.537,113.043,0.003,168.689,0.005,919.0
0.538,113.043,0.001,168.689,-0.001,919.0
0.539,113.043,0.002,168.689,-0.001,919.0
0.54,113.043,0.001,168.689,0.004,919.0
0.541,113.043,-0.001,168.689,-0.002,919.0
0.542,113.042,-0.006,168.688,-0.001,919.0
0.543,113.042,-0.006,168.688,-0.002,919.0
0.544,113.042,-0.003,168.688,-0.007,919.0
0.545,113.042,0.005,168.688,0.003,919.0
0.546,113.041,0.007,168.688,0.004,919.0
0.547,113.041,0.003,168.687,0.0,919.0
0.548,113.041,0.001,168.687,0.001,919.0
0.549,113.041,-0.001,168.687,-0.003,919.0
0.55,113.041,-0.001,168.687,0.0,919.0
0.551,113.041,-0.001,168.687,-0.001,919.0
0.552,113.041,-0.003,168.687,0.0,919.0
0.553,113.041,-0.002,168.686,-0.002,919.0
0.554,113.042,-0.001,168.686,-0.001,919.0
0.555,113.042,-0.002,168.686,0.009,919.0
0.556,113.042,0.0,168.686,-0.002,919.0
0.557,113.042,0.004,168.686,-0.002,919.0
0.558,113.042,0.005,168.686,0.005,919.0
0.559,113.042,0.005,168.686,-0.004,919.0
0.56,113.042,-0.002,168.685,-0.003,919.0
0.561,113.042,-0.006,168.685,0.0,919.0
0.562,113.042,0.003,168.684,0.001,919.0
0.563,113.042,-0.001,168.684,-0.002,919.0
0.564,113.042,-0.008,168.683,-0.005,919.0
0.565,113.041,-0.002,168.683,0.005,919.0
0.566,113.041,0.002,168.682,0.002,919.0
0.567,113.041,0.007,168.682,0.0,919.0
0.568,113.041,0.004,168.681,0.006,919.0
0.569,113.041,-0.001,168.681,0.0,919.0
0.57,113.041,-0.001,168.681,-0.002,919.0
0.571,113.041,-0.002,168.68,-0.004,919.0
0.572,113.041,0.0,168.68,-0.004,919.0
0.573,113.04,-0.001,168.679,0.004,919.0
0.574,113.04,0.002,168.679,-0.001,919.0
0.575,113.04,0.004,168.679,-0.002,919.0
0.576,113.04,-0.001,168.678,0.003,919.0
0.577,113.04,0.001,168.678,-0.001,919.0
0.578,113.04,-0.002,168.678,0.004,919.0
0.579,113.04,-0.006,168.677,0.001,919.0
